date,tenor,side,rate
1992-07-03,1M,PRIBOR,10.19
1992-07-03,1W,PRIBID,7.13
1992-07-03,1W,PRIBOR,8.56
1992-07-03,2W,PRIBID,7.63
1992-07-03,2W,PRIBOR,9.0
1992-07-03,3M,PRIBID,9.81
1992-07-03,3M,PRIBOR,11.31
1992-07-03,6M,PRIBID,10.63
1992-07-03,6M,PRIBOR,12.25
1992-07-03,9M,PRIBID,12.0
1992-07-03,9M,PRIBOR,14.0
1992-07-07,1D,PRIBID,5.44
1992-07-07,1D,PRIBOR,7.44
1992-07-07,1M,PRIBID,9.13
1992-07-07,1M,PRIBOR,10.31
1992-07-07,1W,PRIBID,7.19
1992-07-07,1W,PRIBOR,8.56
1992-07-07,2W,PRIBID,7.69
1992-07-07,2W,PRIBOR,9.13
1992-07-07,3M,PRIBID,9.81
1992-07-07,3M,PRIBOR,11.44
1992-07-07,6M,PRIBID,11.0
1992-07-07,6M,PRIBOR,12.56
1992-07-07,9M,PRIBID,12.0
1992-07-07,9M,PRIBOR,14.0
1992-07-08,1D,PRIBID,5.56
1992-07-08,1D,PRIBOR,7.5
1992-07-08,1M,PRIBID,9.06
1992-07-08,1M,PRIBOR,10.5
1992-07-08,1W,PRIBID,7.13
1992-07-08,1W,PRIBOR,8.56
1992-07-08,2W,PRIBID,7.5
1992-07-08,2W,PRIBOR,8.94
1992-07-08,3M,PRIBID,9.88
1992-07-08,3M,PRIBOR,11.5
1992-07-08,6M,PRIBID,10.69
1992-07-08,6M,PRIBOR,12.31
1992-07-08,9M,PRIBID,11.19
1992-07-08,9M,PRIBOR,12.75
1992-07-09,1D,PRIBID,5.75
1992-07-09,1D,PRIBOR,7.75
1992-07-09,1M,PRIBID,9.25
1992-07-09,1M,PRIBOR,10.69
1992-07-09,1W,PRIBID,7.56
1992-07-09,1W,PRIBOR,9.0
1992-07-09,2W,PRIBID,8.25
1992-07-09,2W,PRIBOR,9.44
1992-07-09,3M,PRIBID,10.06
1992-07-09,3M,PRIBOR,11.75
1992-07-09,6M,PRIBID,10.75
1992-07-09,6M,PRIBOR,12.5
1992-07-09,9M,PRIBID,11.31
1992-07-09,9M,PRIBOR,13.0
1992-07-10,1D,PRIBID,6.56
1992-07-10,1D,PRIBOR,8.63
1992-07-10,1M,PRIBID,9.56
1992-07-10,1M,PRIBOR,10.88
1992-07-10,1W,PRIBID,8.31
1992-07-10,1W,PRIBOR,9.69
1992-07-10,2W,PRIBID,8.75
1992-07-10,2W,PRIBOR,10.06
1992-07-10,3M,PRIBID,10.19
1992-07-10,3M,PRIBOR,11.56
1992-07-10,6M,PRIBID,10.94
1992-07-10,6M,PRIBOR,12.5
1992-07-10,9M,PRIBID,11.5
1992-07-10,9M,PRIBOR,12.75
1992-07-13,1D,PRIBID,6.88
1992-07-13,1D,PRIBOR,8.63
1992-07-13,1M,PRIBID,9.81
1992-07-13,1M,PRIBOR,11.19
1992-07-13,1W,PRIBID,8.81
1992-07-13,1W,PRIBOR,10.19
1992-07-13,2W,PRIBID,9.06
1992-07-13,2W,PRIBOR,10.25
1992-07-13,3M,PRIBID,10.38
1992-07-13,3M,PRIBOR,11.88
1992-07-13,6M,PRIBID,11.06
1992-07-13,6M,PRIBOR,12.44
1992-07-13,9M,PRIBID,11.5
1992-07-13,9M,PRIBOR,13.25
1992-07-14,1D,PRIBID,7.13
1992-07-14,1D,PRIBOR,8.63
1992-07-14,1M,PRIBID,9.88
1992-07-14,1M,PRIBOR,11.44
1992-07-14,1W,PRIBID,8.94
1992-07-14,1W,PRIBOR,10.5
1992-07-14,2W,PRIBID,9.13
1992-07-14,2W,PRIBOR,10.69
1992-07-14,3M,PRIBID,10.38
1992-07-14,3M,PRIBOR,12.0
1992-07-14,6M,PRIBID,11.06
1992-07-14,6M,PRIBOR,12.44
1992-07-14,9M,PRIBID,11.69
1992-07-14,9M,PRIBOR,13.5
1992-07-15,1D,PRIBID,7.5
1992-07-15,1D,PRIBOR,9.0
1992-07-15,1M,PRIBID,9.88
1992-07-15,1M,PRIBOR,11.44
1992-07-15,1W,PRIBID,8.94
1992-07-15,1W,PRIBOR,10.44
1992-07-15,2W,PRIBID,9.19
1992-07-15,2W,PRIBOR,10.75
1992-07-15,3M,PRIBID,10.69
1992-07-15,3M,PRIBOR,12.13
1992-07-15,6M,PRIBID,11.31
1992-07-15,6M,PRIBOR,12.56
1992-07-15,9M,PRIBID,11.56
1992-07-15,9M,PRIBOR,13.0
1992-07-16,1D,PRIBID,7.19
1992-07-16,1D,PRIBOR,8.63
1992-07-16,1M,PRIBID,9.63
1992-07-16,1M,PRIBOR,11.06
1992-07-16,1W,PRIBID,8.63
1992-07-16,1W,PRIBOR,10.19
1992-07-16,2W,PRIBID,9.0
1992-07-16,2W,PRIBOR,10.5
1992-07-16,3M,PRIBID,10.38
1992-07-16,3M,PRIBOR,11.81
1992-07-16,6M,PRIBID,11.13
1992-07-16,6M,PRIBOR,12.38
1992-07-16,9M,PRIBID,11.5
1992-07-16,9M,PRIBOR,12.88
1992-07-17,1D,PRIBID,7.38
1992-07-17,1D,PRIBOR,8.75
1992-07-17,1M,PRIBID,9.69
1992-07-17,1M,PRIBOR,11.19
1992-07-17,1W,PRIBID,8.88
1992-07-17,1W,PRIBOR,10.31
1992-07-17,2W,PRIBID,9.25
1992-07-17,2W,PRIBOR,10.63
1992-07-17,3M,PRIBID,10.31
1992-07-17,3M,PRIBOR,11.75
1992-07-17,6M,PRIBID,11.13
1992-07-17,6M,PRIBOR,12.31
1992-07-17,9M,PRIBID,11.56
1992-07-17,9M,PRIBOR,13.0
1992-07-20,1D,PRIBID,7.06
1992-07-20,1D,PRIBOR,8.69
1992-07-20,1M,PRIBID,9.63
1992-07-20,1M,PRIBOR,11.0
1992-07-20,1W,PRIBID,8.31
1992-07-20,1W,PRIBOR,9.88
1992-07-20,2W,PRIBID,8.63
1992-07-20,2W,PRIBOR,10.19
1992-07-20,3M,PRIBID,10.31
1992-07-20,3M,PRIBOR,11.75
1992-07-20,6M,PRIBID,10.88
1992-07-20,6M,PRIBOR,12.25
1992-07-20,9M,PRIBID,11.56
1992-07-20,9M,PRIBOR,12.75
1992-07-21,1D,PRIBID,7.25
1992-07-21,1D,PRIBOR,8.88
1992-07-21,1M,PRIBID,9.75
1992-07-21,1M,PRIBOR,11.13
1992-07-21,1W,PRIBID,8.69
1992-07-21,1W,PRIBOR,10.13
1992-07-21,2W,PRIBID,8.94
1992-07-21,2W,PRIBOR,10.5
1992-07-21,3M,PRIBID,10.31
1992-07-21,3M,PRIBOR,11.81
1992-07-21,6M,PRIBID,10.88
1992-07-21,6M,PRIBOR,12.38
1992-07-21,9M,PRIBID,11.75
1992-07-21,9M,PRIBOR,13.0
1992-07-22,1D,PRIBID,7.63
1992-07-22,1D,PRIBOR,9.25
1992-07-22,1M,PRIBID,9.69
1992-07-22,1M,PRIBOR,11.19
1992-07-22,1W,PRIBID,8.81
1992-07-22,1W,PRIBOR,10.31
1992-07-22,2W,PRIBID,9.06
1992-07-22,2W,PRIBOR,10.56
1992-07-22,3M,PRIBID,10.63
1992-07-22,3M,PRIBOR,12.13
1992-07-22,6M,PRIBID,11.06
1992-07-22,6M,PRIBOR,12.44
1992-07-22,9M,PRIBID,11.63
1992-07-22,9M,PRIBOR,13.0
1992-07-23,1D,PRIBID,7.88
1992-07-23,1D,PRIBOR,9.56
1992-07-23,1M,PRIBID,10.06
1992-07-23,1M,PRIBOR,11.63
1992-07-23,1W,PRIBID,9.06
1992-07-23,1W,PRIBOR,10.75
1992-07-23,2W,PRIBID,9.56
1992-07-23,2W,PRIBOR,11.13
1992-07-23,3M,PRIBID,10.63
1992-07-23,3M,PRIBOR,12.25
1992-07-23,6M,PRIBID,10.94
1992-07-23,6M,PRIBOR,12.63
1992-07-23,9M,PRIBID,11.56
1992-07-23,9M,PRIBOR,13.0
1992-07-24,1D,PRIBID,8.38
1992-07-24,1D,PRIBOR,9.94
1992-07-24,1M,PRIBID,10.25
1992-07-24,1M,PRIBOR,11.81
1992-07-24,1W,PRIBID,9.5
1992-07-24,1W,PRIBOR,11.0
1992-07-24,2W,PRIBID,9.75
1992-07-24,2W,PRIBOR,11.31
1992-07-24,3M,PRIBID,10.88
1992-07-24,3M,PRIBOR,12.5
1992-07-24,6M,PRIBID,11.13
1992-07-24,6M,PRIBOR,12.81
1992-07-24,9M,PRIBID,11.56
1992-07-24,9M,PRIBOR,13.0
1992-07-27,1D,PRIBID,8.81
1992-07-27,1D,PRIBOR,10.5
1992-07-27,1M,PRIBID,10.5
1992-07-27,1M,PRIBOR,12.25
1992-07-27,1W,PRIBID,9.63
1992-07-27,1W,PRIBOR,11.44
1992-07-27,2W,PRIBID,10.0
1992-07-27,2W,PRIBOR,11.69
1992-07-27,3M,PRIBID,11.06
1992-07-27,3M,PRIBOR,12.81
1992-07-27,6M,PRIBID,11.44
1992-07-27,6M,PRIBOR,13.31
1992-07-27,9M,PRIBID,12.0
1992-07-27,9M,PRIBOR,13.63
1992-07-28,1D,PRIBID,8.69
1992-07-28,1D,PRIBOR,10.31
1992-07-28,1M,PRIBID,10.5
1992-07-28,1M,PRIBOR,12.31
1992-07-28,1W,PRIBID,9.5
1992-07-28,1W,PRIBOR,11.25
1992-07-28,2W,PRIBID,9.88
1992-07-28,2W,PRIBOR,11.63
1992-07-28,3M,PRIBID,11.13
1992-07-28,3M,PRIBOR,12.88
1992-07-28,6M,PRIBID,11.44
1992-07-28,6M,PRIBOR,13.38
1992-07-28,9M,PRIBID,11.88
1992-07-28,9M,PRIBOR,13.38
1992-07-29,1D,PRIBID,8.44
1992-07-29,1D,PRIBOR,10.13
1992-07-29,1M,PRIBID,10.31
1992-07-29,1M,PRIBOR,12.06
1992-07-29,1W,PRIBID,9.31
1992-07-29,1W,PRIBOR,11.0
1992-07-29,2W,PRIBID,9.75
1992-07-29,2W,PRIBOR,11.44
1992-07-29,3M,PRIBID,10.81
1992-07-29,3M,PRIBOR,12.5
1992-07-29,6M,PRIBID,11.13
1992-07-29,6M,PRIBOR,12.69
1992-07-29,9M,PRIBID,11.63
1992-07-29,9M,PRIBOR,12.5
1992-07-30,1D,PRIBID,8.0
1992-07-30,1D,PRIBOR,9.69
1992-07-30,1M,PRIBID,10.0
1992-07-30,1M,PRIBOR,11.69
1992-07-30,1W,PRIBID,9.13
1992-07-30,1W,PRIBOR,10.81
1992-07-30,2W,PRIBID,9.38
1992-07-30,2W,PRIBOR,11.06
1992-07-30,3M,PRIBID,10.63
1992-07-30,3M,PRIBOR,12.25
1992-07-30,6M,PRIBID,11.0
1992-07-30,6M,PRIBOR,12.63
1992-07-30,9M,PRIBID,11.5
1992-07-30,9M,PRIBOR,12.88
1992-07-31,1D,PRIBID,7.38
1992-07-31,1D,PRIBOR,9.56
1992-07-31,1M,PRIBID,9.94
1992-07-31,1M,PRIBOR,11.44
1992-07-31,1W,PRIBID,9.13
1992-07-31,1W,PRIBOR,10.75
1992-07-31,2W,PRIBID,9.5
1992-07-31,2W,PRIBOR,11.13
1992-07-31,3M,PRIBID,10.69
1992-07-31,3M,PRIBOR,12.25
1992-07-31,6M,PRIBID,10.94
1992-07-31,6M,PRIBOR,12.38
1992-07-31,9M,PRIBID,11.63
1992-07-31,9M,PRIBOR,12.69
1992-08-03,1D,PRIBID,8.0
1992-08-03,1D,PRIBOR,9.75
1992-08-03,1M,PRIBID,10.25
1992-08-03,1M,PRIBOR,11.88
1992-08-03,1W,PRIBID,9.38
1992-08-03,1W,PRIBOR,11.06
1992-08-03,2W,PRIBID,9.75
1992-08-03,2W,PRIBOR,11.44
1992-08-03,3M,PRIBID,11.0
1992-08-03,3M,PRIBOR,12.81
1992-08-03,6M,PRIBID,11.69
1992-08-03,6M,PRIBOR,13.38
1992-08-03,9M,PRIBID,12.13
1992-08-03,9M,PRIBOR,13.5
1992-08-04,1D,PRIBID,8.56
1992-08-04,1D,PRIBOR,10.06
1992-08-04,1M,PRIBID,10.31
1992-08-04,1M,PRIBOR,11.69
1992-08-04,1W,PRIBID,9.56
1992-08-04,1W,PRIBOR,11.25
1992-08-04,2W,PRIBID,9.81
1992-08-04,2W,PRIBOR,11.44
1992-08-04,3M,PRIBID,10.94
1992-08-04,3M,PRIBOR,12.44
1992-08-04,6M,PRIBID,11.13
1992-08-04,6M,PRIBOR,12.88
1992-08-04,9M,PRIBID,11.56
1992-08-04,9M,PRIBOR,13.0
1992-08-05,1D,PRIBID,8.0
1992-08-05,1D,PRIBOR,9.88
1992-08-05,1M,PRIBID,10.13
1992-08-05,1M,PRIBOR,11.88
1992-08-05,1W,PRIBID,9.31
1992-08-05,1W,PRIBOR,11.13
1992-08-05,2W,PRIBID,9.69
1992-08-05,2W,PRIBOR,11.44
1992-08-05,3M,PRIBID,11.19
1992-08-05,3M,PRIBOR,12.81
1992-08-05,6M,PRIBID,11.19
1992-08-05,6M,PRIBOR,13.0
1992-08-05,9M,PRIBID,11.56
1992-08-05,9M,PRIBOR,13.25
1992-08-06,1D,PRIBID,8.13
1992-08-06,1D,PRIBOR,9.88
1992-08-06,1M,PRIBID,10.19
1992-08-06,1M,PRIBOR,11.88
1992-08-06,1W,PRIBID,9.38
1992-08-06,1W,PRIBOR,11.19
1992-08-06,2W,PRIBID,9.69
1992-08-06,2W,PRIBOR,11.38
1992-08-06,3M,PRIBID,10.88
1992-08-06,3M,PRIBOR,12.56
1992-08-06,6M,PRIBID,10.94
1992-08-06,6M,PRIBOR,12.69
1992-08-06,9M,PRIBID,11.56
1992-08-06,9M,PRIBOR,13.0
1992-08-07,1D,PRIBID,8.0
1992-08-07,1D,PRIBOR,9.81
1992-08-07,1M,PRIBID,10.06
1992-08-07,1M,PRIBOR,11.75
1992-08-07,1W,PRIBID,9.06
1992-08-07,1W,PRIBOR,11.0
1992-08-07,2W,PRIBID,9.38
1992-08-07,2W,PRIBOR,11.13
1992-08-07,3M,PRIBID,10.75
1992-08-07,3M,PRIBOR,12.38
1992-08-07,6M,PRIBID,10.94
1992-08-07,6M,PRIBOR,12.5
1992-08-07,9M,PRIBID,11.56
1992-08-07,9M,PRIBOR,13.0
1992-08-10,1D,PRIBID,7.19
1992-08-10,1D,PRIBOR,9.19
1992-08-10,1M,PRIBID,10.13
1992-08-10,1M,PRIBOR,11.75
1992-08-10,1W,PRIBID,8.69
1992-08-10,1W,PRIBOR,10.38
1992-08-10,2W,PRIBID,9.25
1992-08-10,2W,PRIBOR,10.88
1992-08-10,3M,PRIBID,10.69
1992-08-10,3M,PRIBOR,12.25
1992-08-10,6M,PRIBID,10.88
1992-08-10,6M,PRIBOR,12.19
1992-08-10,9M,PRIBID,11.38
1992-08-10,9M,PRIBOR,13.0
1992-08-11,1D,PRIBID,6.5
1992-08-11,1D,PRIBOR,8.63
1992-08-11,1M,PRIBID,9.88
1992-08-11,1M,PRIBOR,11.56
1992-08-11,1W,PRIBID,8.5
1992-08-11,1W,PRIBOR,10.38
1992-08-11,2W,PRIBID,9.13
1992-08-11,2W,PRIBOR,10.5
1992-08-11,3M,PRIBID,10.81
1992-08-11,3M,PRIBOR,12.63
1992-08-11,6M,PRIBID,11.19
1992-08-11,6M,PRIBOR,13.19
1992-08-11,9M,PRIBID,11.56
1992-08-11,9M,PRIBOR,13.0
1992-08-12,1D,PRIBID,6.56
1992-08-12,1D,PRIBOR,8.56
1992-08-12,1M,PRIBID,9.31
1992-08-12,1M,PRIBOR,11.0
1992-08-12,1W,PRIBID,7.94
1992-08-12,1W,PRIBOR,9.88
1992-08-12,2W,PRIBID,8.56
1992-08-12,2W,PRIBOR,10.19
1992-08-12,3M,PRIBID,10.38
1992-08-12,3M,PRIBOR,12.0
1992-08-12,6M,PRIBID,10.88
1992-08-12,6M,PRIBOR,12.44
1992-08-12,9M,PRIBID,11.5
1992-08-12,9M,PRIBOR,12.88
1992-08-13,1D,PRIBID,6.44
1992-08-13,1D,PRIBOR,8.44
1992-08-13,1M,PRIBID,9.13
1992-08-13,1M,PRIBOR,10.75
1992-08-13,1W,PRIBID,7.63
1992-08-13,1W,PRIBOR,9.38
1992-08-13,2W,PRIBID,8.25
1992-08-13,2W,PRIBOR,9.81
1992-08-13,3M,PRIBID,10.13
1992-08-13,3M,PRIBOR,11.69
1992-08-13,6M,PRIBID,10.69
1992-08-13,6M,PRIBOR,12.25
1992-08-13,9M,PRIBID,11.5
1992-08-13,9M,PRIBOR,12.88
1992-08-14,1D,PRIBID,4.88
1992-08-14,1D,PRIBOR,7.06
1992-08-14,1M,PRIBID,9.38
1992-08-14,1M,PRIBOR,10.94
1992-08-14,1W,PRIBID,7.81
1992-08-14,1W,PRIBOR,9.44
1992-08-14,2W,PRIBID,8.38
1992-08-14,2W,PRIBOR,9.88
1992-08-14,3M,PRIBID,10.38
1992-08-14,3M,PRIBOR,11.88
1992-08-14,6M,PRIBID,10.94
1992-08-14,6M,PRIBOR,12.69
1992-08-14,9M,PRIBID,11.5
1992-08-14,9M,PRIBOR,12.88
1992-08-17,1D,PRIBID,5.25
1992-08-17,1D,PRIBOR,7.38
1992-08-17,1M,PRIBID,9.38
1992-08-17,1M,PRIBOR,10.94
1992-08-17,1W,PRIBID,7.94
1992-08-17,1W,PRIBOR,9.5
1992-08-17,2W,PRIBID,8.63
1992-08-17,2W,PRIBOR,10.13
1992-08-17,3M,PRIBID,10.38
1992-08-17,3M,PRIBOR,12.0
1992-08-17,6M,PRIBID,10.94
1992-08-17,6M,PRIBOR,12.63
1992-08-17,9M,PRIBID,11.88
1992-08-17,9M,PRIBOR,13.5
1992-08-18,1D,PRIBID,4.88
1992-08-18,1D,PRIBOR,7.25
1992-08-18,1M,PRIBID,9.25
1992-08-18,1M,PRIBOR,10.75
1992-08-18,1W,PRIBID,7.88
1992-08-18,1W,PRIBOR,9.44
1992-08-18,2W,PRIBID,8.31
1992-08-18,2W,PRIBOR,9.88
1992-08-18,3M,PRIBID,10.19
1992-08-18,3M,PRIBOR,11.88
1992-08-18,6M,PRIBID,10.75
1992-08-18,6M,PRIBOR,12.44
1992-08-18,9M,PRIBID,12.0
1992-08-18,9M,PRIBOR,13.63
1992-08-19,1D,PRIBID,5.0
1992-08-19,1D,PRIBOR,7.19
1992-08-19,1M,PRIBID,9.44
1992-08-19,1M,PRIBOR,10.94
1992-08-19,1W,PRIBID,7.94
1992-08-19,1W,PRIBOR,9.5
1992-08-19,2W,PRIBID,8.5
1992-08-19,2W,PRIBOR,10.0
1992-08-19,3M,PRIBID,10.56
1992-08-19,3M,PRIBOR,12.13
1992-08-19,6M,PRIBID,10.94
1992-08-19,6M,PRIBOR,12.56
1992-08-19,9M,PRIBID,12.0
1992-08-19,9M,PRIBOR,13.63
1992-08-20,1D,PRIBID,5.63
1992-08-20,1D,PRIBOR,7.75
1992-08-20,1M,PRIBID,9.5
1992-08-20,1M,PRIBOR,11.06
1992-08-20,1W,PRIBID,8.06
1992-08-20,1W,PRIBOR,9.69
1992-08-20,2W,PRIBID,8.56
1992-08-20,2W,PRIBOR,10.13
1992-08-20,3M,PRIBID,10.69
1992-08-20,3M,PRIBOR,12.13
1992-08-20,6M,PRIBID,11.19
1992-08-20,6M,PRIBOR,12.94
1992-08-20,9M,PRIBID,12.06
1992-08-20,9M,PRIBOR,13.75
1992-08-21,1D,PRIBID,5.88
1992-08-21,1D,PRIBOR,8.06
1992-08-21,1M,PRIBID,9.44
1992-08-21,1M,PRIBOR,11.0
1992-08-21,1W,PRIBID,8.06
1992-08-21,1W,PRIBOR,9.81
1992-08-21,2W,PRIBID,8.5
1992-08-21,2W,PRIBOR,10.13
1992-08-21,3M,PRIBID,10.38
1992-08-21,3M,PRIBOR,12.13
1992-08-21,6M,PRIBID,11.06
1992-08-21,6M,PRIBOR,12.88
1992-08-21,9M,PRIBID,11.56
1992-08-21,9M,PRIBOR,13.0
1992-08-24,1D,PRIBID,5.5
1992-08-24,1D,PRIBOR,7.69
1992-08-24,1M,PRIBID,9.5
1992-08-24,1M,PRIBOR,11.06
1992-08-24,1W,PRIBID,7.88
1992-08-24,1W,PRIBOR,9.56
1992-08-24,2W,PRIBID,8.19
1992-08-24,2W,PRIBOR,9.88
1992-08-24,3M,PRIBID,10.63
1992-08-24,3M,PRIBOR,12.31
1992-08-24,6M,PRIBID,11.63
1992-08-24,6M,PRIBOR,13.31
1992-08-24,9M,PRIBID,12.38
1992-08-24,9M,PRIBOR,14.0
1992-08-25,1D,PRIBID,5.63
1992-08-25,1D,PRIBOR,7.56
1992-08-25,1M,PRIBID,9.56
1992-08-25,1M,PRIBOR,11.06
1992-08-25,1W,PRIBID,8.06
1992-08-25,1W,PRIBOR,9.63
1992-08-25,2W,PRIBID,8.5
1992-08-25,2W,PRIBOR,9.81
1992-08-25,3M,PRIBID,10.5
1992-08-25,3M,PRIBOR,12.13
1992-08-25,6M,PRIBID,10.88
1992-08-25,6M,PRIBOR,12.56
1992-08-25,9M,PRIBID,11.88
1992-08-25,9M,PRIBOR,13.0
1992-08-26,1D,PRIBID,5.63
1992-08-26,1D,PRIBOR,7.56
1992-08-26,1M,PRIBID,9.56
1992-08-26,1M,PRIBOR,11.06
1992-08-26,1W,PRIBID,8.06
1992-08-26,1W,PRIBOR,9.63
1992-08-26,2M,PRIBID,9.69
1992-08-26,2M,PRIBOR,11.88
1992-08-26,2W,PRIBID,8.5
1992-08-26,2W,PRIBOR,9.81
1992-08-26,3M,PRIBID,10.5
1992-08-26,3M,PRIBOR,12.13
1992-08-26,6M,PRIBID,10.88
1992-08-26,6M,PRIBOR,12.56
1992-08-27,1D,PRIBID,6.06
1992-08-27,1D,PRIBOR,8.0
1992-08-27,1M,PRIBID,9.94
1992-08-27,1M,PRIBOR,11.5
1992-08-27,1W,PRIBID,8.13
1992-08-27,1W,PRIBOR,9.81
1992-08-27,2W,PRIBID,8.63
1992-08-27,2W,PRIBOR,10.25
1992-08-27,3M,PRIBID,10.69
1992-08-27,3M,PRIBOR,12.31
1992-08-27,6M,PRIBID,11.56
1992-08-27,6M,PRIBOR,13.13
1992-08-27,9M,PRIBID,12.38
1992-08-27,9M,PRIBOR,14.0
1992-08-28,1D,PRIBID,7.0
1992-08-28,1D,PRIBOR,8.5
1992-08-28,1M,PRIBID,9.81
1992-08-28,1M,PRIBOR,11.44
1992-08-28,1W,PRIBID,8.06
1992-08-28,1W,PRIBOR,9.75
1992-08-28,2W,PRIBID,8.56
1992-08-28,2W,PRIBOR,10.25
1992-08-28,3M,PRIBID,10.56
1992-08-28,3M,PRIBOR,12.19
1992-08-28,6M,PRIBID,10.94
1992-08-28,6M,PRIBOR,12.56
1992-08-28,9M,PRIBID,11.88
1992-08-28,9M,PRIBOR,13.0
1992-08-31,1D,PRIBID,7.0
1992-08-31,1D,PRIBOR,8.81
1992-08-31,1M,PRIBID,9.94
1992-08-31,1M,PRIBOR,11.44
1992-08-31,1W,PRIBID,8.56
1992-08-31,1W,PRIBOR,10.13
1992-08-31,2W,PRIBID,8.88
1992-08-31,2W,PRIBOR,10.5
1992-08-31,3M,PRIBID,10.63
1992-08-31,3M,PRIBOR,12.25
1992-08-31,6M,PRIBID,11.25
1992-08-31,6M,PRIBOR,13.13
1992-08-31,9M,PRIBID,12.38
1992-08-31,9M,PRIBOR,14.0
1992-09-01,1D,PRIBID,7.31
1992-09-01,1D,PRIBOR,8.69
1992-09-01,1M,PRIBID,9.88
1992-09-01,1M,PRIBOR,11.38
1992-09-01,1W,PRIBID,8.56
1992-09-01,1W,PRIBOR,10.0
1992-09-01,2W,PRIBID,8.88
1992-09-01,2W,PRIBOR,10.19
1992-09-01,3M,PRIBID,10.63
1992-09-01,3M,PRIBOR,12.25
1992-09-01,6M,PRIBID,11.13
1992-09-01,6M,PRIBOR,12.94
1992-09-01,9M,PRIBID,12.38
1992-09-01,9M,PRIBOR,14.0
1992-09-02,1D,PRIBID,7.5
1992-09-02,1D,PRIBOR,9.0
1992-09-02,1M,PRIBID,10.31
1992-09-02,1M,PRIBOR,12.0
1992-09-02,1W,PRIBID,8.75
1992-09-02,1W,PRIBOR,10.38
1992-09-02,2W,PRIBID,9.13
1992-09-02,2W,PRIBOR,10.75
1992-09-02,3M,PRIBID,11.13
1992-09-02,3M,PRIBOR,12.88
1992-09-02,6M,PRIBID,11.38
1992-09-02,6M,PRIBOR,13.13
1992-09-02,9M,PRIBID,12.25
1992-09-02,9M,PRIBOR,14.0
1992-09-03,1D,PRIBID,7.94
1992-09-03,1D,PRIBOR,9.25
1992-09-03,1M,PRIBID,10.06
1992-09-03,1M,PRIBOR,11.56
1992-09-03,1W,PRIBID,8.56
1992-09-03,1W,PRIBOR,9.88
1992-09-03,2W,PRIBID,8.94
1992-09-03,2W,PRIBOR,10.19
1992-09-03,3M,PRIBID,11.0
1992-09-03,3M,PRIBOR,12.5
1992-09-03,6M,PRIBID,11.63
1992-09-03,6M,PRIBOR,13.19
1992-09-03,9M,PRIBID,12.38
1992-09-03,9M,PRIBOR,14.0
1992-09-04,1D,PRIBID,7.81
1992-09-04,1D,PRIBOR,9.31
1992-09-04,1M,PRIBID,10.56
1992-09-04,1M,PRIBOR,12.06
1992-09-04,1W,PRIBID,8.88
1992-09-04,1W,PRIBOR,10.44
1992-09-04,2W,PRIBID,9.25
1992-09-04,2W,PRIBOR,10.75
1992-09-04,3M,PRIBID,11.25
1992-09-04,3M,PRIBOR,12.88
1992-09-04,6M,PRIBID,11.56
1992-09-04,6M,PRIBOR,13.38
1992-09-04,9M,PRIBID,12.38
1992-09-04,9M,PRIBOR,14.0
1992-09-07,1D,PRIBID,8.44
1992-09-07,1D,PRIBOR,10.06
1992-09-07,1M,PRIBID,10.56
1992-09-07,1M,PRIBOR,12.31
1992-09-07,1W,PRIBID,9.31
1992-09-07,1W,PRIBOR,11.0
1992-09-07,2W,PRIBID,9.69
1992-09-07,2W,PRIBOR,11.19
1992-09-07,3M,PRIBID,11.38
1992-09-07,3M,PRIBOR,13.13
1992-09-07,6M,PRIBID,11.75
1992-09-07,6M,PRIBOR,13.56
1992-09-07,9M,PRIBID,12.38
1992-09-07,9M,PRIBOR,14.0
1992-09-08,1D,PRIBID,8.44
1992-09-08,1D,PRIBOR,10.13
1992-09-08,1M,PRIBID,10.31
1992-09-08,1M,PRIBOR,11.88
1992-09-08,1W,PRIBID,9.44
1992-09-08,1W,PRIBOR,11.0
1992-09-08,2M,PRIBID,10.69
1992-09-08,2M,PRIBOR,12.44
1992-09-08,2W,PRIBID,10.0
1992-09-08,2W,PRIBOR,11.25
1992-09-08,3M,PRIBID,11.0
1992-09-08,3M,PRIBOR,12.56
1992-09-08,6M,PRIBID,11.31
1992-09-08,6M,PRIBOR,13.13
1992-09-09,1D,PRIBID,8.5
1992-09-09,1D,PRIBOR,10.13
1992-09-09,1M,PRIBID,10.81
1992-09-09,1M,PRIBOR,12.44
1992-09-09,1W,PRIBID,9.88
1992-09-09,1W,PRIBOR,11.5
1992-09-09,2W,PRIBID,10.31
1992-09-09,2W,PRIBOR,11.94
1992-09-09,3M,PRIBID,11.5
1992-09-09,3M,PRIBOR,13.25
1992-09-09,6M,PRIBID,11.81
1992-09-09,6M,PRIBOR,13.75
1992-09-09,9M,PRIBID,12.13
1992-09-09,9M,PRIBOR,13.81
1992-09-10,1D,PRIBID,8.75
1992-09-10,1D,PRIBOR,10.38
1992-09-10,1M,PRIBID,10.94
1992-09-10,1M,PRIBOR,12.69
1992-09-10,1W,PRIBID,9.88
1992-09-10,1W,PRIBOR,11.69
1992-09-10,2W,PRIBID,10.31
1992-09-10,2W,PRIBOR,12.06
1992-09-10,3M,PRIBID,11.56
1992-09-10,3M,PRIBOR,13.44
1992-09-10,6M,PRIBID,11.94
1992-09-10,6M,PRIBOR,13.81
1992-09-10,9M,PRIBID,12.38
